Employment,EdLevel,YearsCodePro,JobSat,RemoteWork,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,Remote,Germany,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,7.0,"Hybrid (some remote, some in-person)",Greece,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,0.0,"Hybrid (some remote, some in-person)",Germany,C++;Go;HTML/CSS;Kotlin;Python;Ruby;SQL,Ada;Assembly;C;C++;Elixir;Erlang;Lisp;OCaml;Python;Ruby;Rust;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,5.0,"Hybrid (some remote, some in-person)",Japan,C++;Go;HTML/CSS;JavaScript;Lua;Python;Ruby;Rust;SQL;TypeScript,C++;Go;Lua;Python;Rust
"Student, part-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,2.0,"Hybrid (some remote, some in-person)",Switzerland,Bash/Shell (all shells);C#;Java;Python;SQL;TypeScript,Rust;Zephyr;Zig
"Employed, full-time",Some college/university study without earning a degree,4,7.0,"Hybrid (some remote, some in-person)",Ukraine,Java,Kotlin;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,10.0,Remote,India,Dart;HTML/CSS;Java;Kotlin;PHP,Dart;HTML/CSS;Java;Kotlin;PHP
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,8.0,In-person,Germany,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;Haskell;Rust;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,10.0,In-person,Malawi,C#;HTML/CSS;JavaScript;Kotlin;Python;SQL,C;C#;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,6.0,Remote,France,HTML/CSS;JavaScript;Python,C#;HTML/CSS;JavaScript;Python;Rust
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,8.0,Remote,Finland,Bash/Shell (all shells);C;GDScript;HTML/CSS;JavaScript;Lua;PHP;Python;SQL,Assembly;C;Lua;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7.0,Remote,Germany,Go;TypeScript,Go;Zig
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,9.0,"Hybrid (some remote, some in-person)",Norway,Bash/Shell (all shells);C;C++;Python,Bash/Shell (all shells);C;C++;Python;Rust;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,9.0,"Hybrid (some remote, some in-person)",Denmark,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,8.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C;C++;Go;Objective-C;SQL;Swift,C++;Go;Python;Rust;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,8.0,"Hybrid (some remote, some in-person)",Germany,C;C#;C++;SQL,C#
"Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,5.0,"Hybrid (some remote, some in-person)",Brazil,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,2.0,"Hybrid (some remote, some in-person)",Netherlands,C#;HTML/CSS;PowerShell;Rust;SQL;TypeScript,C#;HTML/CSS;PowerShell;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,8.0,"Hybrid (some remote, some in-person)",Germany,HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,C#;C++;Go;Java;JavaScript;Kotlin;Python;Rust;Solidity;Swift;TypeScript
"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,"Hybrid (some remote, some in-person)",Czech Republic,Assembly;Bash/Shell (all shells);C;C#;C++;Go;Haskell;JavaScript;Lua;Python,Bash/Shell (all shells);C;C#;C++;Haskell;Lua;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,9.0,In-person,Belgium,Assembly;Bash/Shell (all shells);C;C#;C++;Kotlin;Python;R;Ruby;Rust;TypeScript,Assembly;Bash/Shell (all shells);C;C#;C++;Julia;Kotlin;Lua;Python;R;Ruby;Rust;Scala;TypeScript;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,7.0,In-person,United States of America,Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;JavaScript;Python;SQL,C++;GDScript;JavaScript;MicroPython;Python;Rust;SQL
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,9.0,Remote,Albania,C#;JavaScript,C#;JavaScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,8.0,"Hybrid (some remote, some in-person)",France,C#;HTML/CSS;Java;JavaScript;Objective-C;PowerShell;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7.0,In-person,Denmark,C;C++;Julia;Python;Rust,C++;Julia;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,0.0,"Hybrid (some remote, some in-person)",Netherlands,C#;JavaScript;Kotlin;SQL;TypeScript,C#;Go;Haskell;Kotlin
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,9.0,"Hybrid (some remote, some in-person)",Finland,Python;SQL,Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7.0,"Hybrid (some remote, some in-person)",France,C#;SQL,C#;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,7.0,Remote,Ukraine,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python
"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,6.0,"Hybrid (some remote, some in-person)",India,Dart;Java;JavaScript;Kotlin;Python;SQL,Dart;Go;Java;JavaScript;Kotlin;Rust;SQL;Swift;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,9.0,"Hybrid (some remote, some in-person)",France,C#;Dart;Python;Rust;TypeScript,Dart;Python;Rust;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,8.0,"Hybrid (some remote, some in-person)",Austria,C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript,C#;HTML/CSS;JavaScript;Julia;Python;SQL;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",7,7.0,"Hybrid (some remote, some in-person)",Netherlands,Scala,Scala
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,8.0,"Hybrid (some remote, some in-person)",Turkey,Java;PHP,Java;PHP
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,6.0,In-person,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Python,Go;Python;Rust;Zig
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,8.0,In-person,Sweden,Python;Rust,Python;Rust
"Employed, full-time","Associate degree (A.A., A.S., etc.)",25,8.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,C#;JavaScript;SQL;TypeScript
"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,7.0,"Hybrid (some remote, some in-person)",Pakistan,Crystal;Go;Java;JavaScript;PowerShell;Ruby;Rust;TypeScript;Zig,Ada;Apex;Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;Cobol;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Groovy;Haskell;HTML/CSS;Julia;Kotlin;Lisp;Lua;MATLAB;MicroPython;Nim;Objective-C;OCaml;Perl;PHP;Prolog;Python;R;Scala;Solidity;SQL;Swift;VBA;Visual Basic (.Net);Zephyr
"Employed, full-time;Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",10,8.0,"Hybrid (some remote, some in-person)",Australia,C#,C++
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,6.0,"Hybrid (some remote, some in-person)",Poland,C++;Python,C++;Python
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,5.0,"Hybrid (some remote, some in-person)",India,HTML/CSS;JavaScript;PHP;TypeScript,HTML/CSS;JavaScript;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5.0,In-person,Peru,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;SQL;Visual Basic (.Net)
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,6,5.0,"Hybrid (some remote, some in-person)",Rwanda,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;Scala;TypeScript,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;Scala;TypeScript
"Employed, full-time",Some college/university study without earning a degree,12,8.0,In-person,Italy,HTML/CSS;JavaScript;Python,HTML/CSS;JavaScript;Python
"Student, part-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,8.0,Remote,Germany,Java;Kotlin;Python;SQL,Java;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,8.0,"Hybrid (some remote, some in-person)",Canada,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,HTML/CSS;Scala;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,13,8.0,Remote,Thailand,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Ruby;SQL,Elixir;SQL
"Employed, full-time;Student, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Less than 1 year,9.0,"Hybrid (some remote, some in-person)",Spain,HTML/CSS;Java;JavaScript;PHP;Python;SQL,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,7.0,"Hybrid (some remote, some in-person)",Netherlands,HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,6.0,In-person,United States of America,Bash/Shell (all shells);C;C#;C++;JavaScript;Python;Rust,Go;OCaml;Rust;Swift;Zig
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,2.0,"Hybrid (some remote, some in-person)",Poland,C#;JavaScript;PowerShell;SQL;TypeScript,C#;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,7.0,Remote,Spain,Ada;C;C#;C++;Java;Python;SQL,C#;Elixir;GDScript;Go;Java;Kotlin;Python;Rust;SQL;TypeScript;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,7.0,"Hybrid (some remote, some in-person)",Belgium,Elixir;HTML/CSS;JavaScript;Ruby;SQL,Rust;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,8.0,Remote,France,Bash/Shell (all shells);C++;HTML/CSS;Lua;Python;SQL,HTML/CSS;Prolog;Python;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,1.0,"Hybrid (some remote, some in-person)",Austria,C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,C;C#;C++;Go;HTML/CSS;JavaScript;Rust;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,4.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C#;Elixir;Python;Rust,Bash/Shell (all shells);C#;Clojure;Elixir;Python;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,10.0,"Hybrid (some remote, some in-person)",Switzerland,C#;JavaScript;Python;SQL;TypeScript,C#;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,8.0,In-person,Lithuania,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Go
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,8.0,Remote,Germany,C;Lua;Python;Zig,C;Lua;Python;Zig
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,7.0,Remote,India,Clojure;JavaScript;SQL;TypeScript,Go
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,14,9.0,Remote,Spain,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,8.0,In-person,Romania,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;Visual Basic (.Net),Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,2.0,Remote,Germany,Java;JavaScript;Python,Java;JavaScript;Kotlin;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,2.0,Remote,Turkey,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Julia;PHP;Python;Scala,Bash/Shell (all shells);C++;Go;Java;Julia;Python;Rust;Scala
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,"Hybrid (some remote, some in-person)",Lithuania,JavaScript;PHP;SQL;TypeScript,TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,7.0,In-person,Serbia,Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,Dart;Go;HTML/CSS;Python;SQL;TypeScript;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,9.0,Remote,Greece,C#,C#
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,8.0,Remote,United States of America,Bash/Shell (all shells);C;C#;C++;JavaScript;MicroPython;PowerShell;Python;Swift,Assembly;Bash/Shell (all shells);C;C#;C++;F#;Go;JavaScript;MicroPython;PowerShell;Python;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,1.0,"Hybrid (some remote, some in-person)",Canada,C#;HTML/CSS;JavaScript;TypeScript;Visual Basic (.Net),HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,7.0,"Hybrid (some remote, some in-person)",France,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;F#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,7.0,Remote,Egypt,Bash/Shell (all shells);C;C#;C++;Dart;F#;GDScript;Go;Java;JavaScript;Kotlin;PHP;PowerShell;Prolog;Python;Rust;SQL;TypeScript,C#;C++;Dart;Go;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;Rust;SQL;Swift;TypeScript;Zig
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,6.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C;C++;Go;JavaScript,Bash/Shell (all shells);C;C++;Go;Rust
"Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,10.0,"Hybrid (some remote, some in-person)",Canada,Bash/Shell (all shells);C;C++;Dart;Kotlin;Lisp;Prolog;Python;Rust;TypeScript,Bash/Shell (all shells);C;C++;Cobol;Fortran;Go;Prolog;Python;Rust;Solidity;Zig
"Employed, full-time",Some college/university study without earning a degree,7,6.0,Remote,Germany,C#;Elixir;Rust;TypeScript,C#;Elixir;Rust;TypeScript
"Employed, full-time;Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,10.0,In-person,Germany,C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript,C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,14,8.0,"Hybrid (some remote, some in-person)",Netherlands,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,C#;HTML/CSS;JavaScript;Kotlin;Ruby;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,3.0,Remote,Poland,Elixir,Elixir
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,6.0,"Hybrid (some remote, some in-person)",Armenia,HTML/CSS;JavaScript;TypeScript,C;HTML/CSS;JavaScript;Lisp;TypeScript
"Employed, full-time",Some college/university study without earning a degree,3,7.0,"Hybrid (some remote, some in-person)",Poland,Bash/Shell (all shells);HTML/CSS;SQL,Bash/Shell (all shells);Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,7.0,Remote,Canada,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8.0,In-person,United States of America,Dart;HTML/CSS;JavaScript;SQL;TypeScript,Dart;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,5.0,"Hybrid (some remote, some in-person)",United Republic of Tanzania,C#;HTML/CSS;Java;JavaScript;PHP;SQL,Python;R
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,7.0,Remote,United States of America,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Assembly;Bash/Shell (all shells);C;C++;Dart;Python;Rust;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8.0,In-person,Qatar,C#;C++;HTML/CSS;Java;JavaScript;PHP,Dart;Go;Java;Kotlin;MATLAB;Visual Basic (.Net)
"Employed, full-time",Some college/university study without earning a degree,9,8.0,"Hybrid (some remote, some in-person)",Austria,Assembly;C;C#;Lua;Python,Assembly;C;Lua;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,7.0,"Hybrid (some remote, some in-person)",Denmark,C#,C#
"Employed, full-time",Some college/university study without earning a degree,7,8.0,"Hybrid (some remote, some in-person)",Netherlands,Go;Java;JavaScript;Kotlin,Bash/Shell (all shells);Kotlin;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,7.0,"Hybrid (some remote, some in-person)",Belgium,HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;Java;JavaScript;PHP;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,5.0,"Hybrid (some remote, some in-person)",Romania,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;Go;HTML/CSS;JavaScript;SQL;TypeScript
"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,10.0,"Hybrid (some remote, some in-person)",Germany,Python;TypeScript,Python;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33,8.0,In-person,United States of America,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,9.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python,Bash/Shell (all shells);C++;Go;HTML/CSS;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,3.0,Remote,Poland,Java;Kotlin;Python;SQL,Python;SQL
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,7.0,In-person,France,C++;Go;Python;Rust,Go;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,2.0,In-person,United Kingdom of Great Britain and Northern Ireland,C;C++;Python,C++;Zig
"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25,8.0,"Hybrid (some remote, some in-person)",Italy,Delphi,Delphi
