Employment,EdLevel,YearsCodePro,ExperienceRange,JobSat,JobSatPoints_1,RemoteWork,Country,LanguageHaveWorkedWith
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,20+,8.0,10.0,Remote,Ukraine,C#;Go;Java;JavaScript;Perl;Python;SQL;TypeScript
"Employed, full-time;Not employed, but looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,4.0,80.0,Remote,Ukraine,Apex;Bash/Shell (all shells);C#;C++;MATLAB;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,9.0,15.0,Remote,Mexico,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,10–20,6.0,10.0,Remote,Germany,Assembly;Bash/Shell (all shells);C;C++;Java;Python;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,0–5,7.0,100.0,"Hybrid (some remote, some in-person)",Sri Lanka,Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,10–20,6.0,80.0,"Hybrid (some remote, some in-person)",India,C#;HTML/CSS;PowerShell;Ruby;SQL;TypeScript
"Student, full-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0,0–5,6.0,15.0,Remote,Egypt,HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,20+,8.0,25.0,Remote,France,C++;Python
"Employed, full-time","Associate degree (A.A., A.S., etc.)",26.0,20+,7.0,10.0,Remote,United States of America,Assembly;C++;Crystal;HTML/CSS;Java;JavaScript;Lisp;PHP;VBA;Visual Basic (.Net)
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,10–20,9.0,20.0,"Hybrid (some remote, some in-person)",India,C#;JavaScript;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",Some college/university study without earning a degree,1.0,0–5,8.0,60.0,"Hybrid (some remote, some in-person)",Bulgaria,HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net)
"Not employed, but looking for work;Independent contractor, freelancer, or self-employed;Student, part-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",31.0,20+,10.0,10.0,Remote,Portugal,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;Lua;PHP;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38.0,20+,10.0,0.0,Remote,Canada,Java;Kotlin;Python;Ruby;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,20+,7.0,9.0,Remote,Ecuador,C#;HTML/CSS;JavaScript;Lua;PHP
"Employed, full-time;Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,20+,8.0,30.0,"Hybrid (some remote, some in-person)",Australia,HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10–20,6.0,10.0,"Hybrid (some remote, some in-person)",Austria,C#;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,0–5,2.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;MATLAB;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,8.0,90.0,Remote,India,Python
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,4.0,0–5,7.0,0.0,Remote,United States of America,C#;HTML/CSS;JavaScript;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,30.0,20+,8.0,25.0,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,8.0,2.0,Remote,United States of America,Bash/Shell (all shells);Dart;JavaScript;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,20+,8.0,40.0,Remote,United States of America,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,20+,9.0,0.0,In-person,Israel,Assembly;Bash/Shell (all shells);C;C#;C++
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,10–20,10.0,0.0,Remote,Spain,Java;Kotlin;Python;Scala;SQL
"Employed, full-time",Some college/university study without earning a degree,15.0,10–20,6.0,100.0,Remote,Chile,HTML/CSS;JavaScript;PHP;Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,6.0,20.0,"Hybrid (some remote, some in-person)",France,C;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,5–10,7.0,8.0,Remote,France,Bash/Shell (all shells);C++;HTML/CSS;JavaScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,7.0,15.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Java;JavaScript;Python;Ruby;Scala;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,6.0,0.0,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;Java;PHP;Python;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,1.0,0.0,"Hybrid (some remote, some in-person)",Turkey,SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,10–20,4.0,90.0,Remote,United States of America,Bash/Shell (all shells);Julia
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22.0,20+,9.0,5.0,Remote,Netherlands,JavaScript;Ruby;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,10–20,6.0,10.0,"Hybrid (some remote, some in-person)",France,Bash/Shell (all shells);Python
"Employed, full-time",Some college/university study without earning a degree,8.0,5–10,9.0,20.0,Remote,United States of America,Elixir;JavaScript;Ruby;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",34.0,20+,8.0,10.0,Remote,United States of America,Bash/Shell (all shells);C#;Java;JavaScript;PowerShell;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,10–20,7.0,40.0,Remote,United States of America,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,20+,5.0,0.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,10.0,10.0,Remote,United States of America,C#;HTML/CSS;JavaScript;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,6.0,100.0,In-person,India,Bash/Shell (all shells);C#;C++
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,9.0,10.0,Remote,Germany,Bash/Shell (all shells);C#;Rust
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10–20,5.0,0.0,Remote,Belgium,HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time",Something else,45.0,20+,7.0,0.0,Remote,United States of America,Assembly;C;C++;Cobol;Perl
"Employed, full-time",Some college/university study without earning a degree,27.0,20+,10.0,0.0,Remote,Germany,C++;HTML/CSS;Java;JavaScript;PHP;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,10–20,8.0,20.0,Remote,United States of America,Bash/Shell (all shells);JavaScript;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,9.0,15.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Python;Ruby
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,10.0,50.0,"Hybrid (some remote, some in-person)",Mexico,Assembly;HTML/CSS;Java;JavaScript;PHP;SQL;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,8.0,0.0,Remote,Brazil,HTML/CSS;JavaScript;SQL;TypeScript
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,43.0,20+,10.0,100.0,Remote,United States of America,C#;Go;PowerShell
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,5.0,0.0,"Hybrid (some remote, some in-person)",Kazakhstan,Bash/Shell (all shells);JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,10–20,7.0,3.0,"Hybrid (some remote, some in-person)",Germany,JavaScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10–20,9.0,5.0,Remote,Croatia,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,9.0,30.0,Remote,Colombia,C#;HTML/CSS;JavaScript;SQL
"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,20+,9.0,15.0,Remote,Uruguay,Bash/Shell (all shells);Haskell;Python;Scala
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,7.0,0.0,Remote,Slovakia,Bash/Shell (all shells);Objective-C;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,10–20,7.0,10.0,Remote,United States of America,C#;HTML/CSS;Java;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",2.0,0–5,10.0,35.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);JavaScript;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,10–20,8.0,10.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0,0–5,3.0,20.0,In-person,Italy,Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,4.0,0–5,0.0,0.0,Remote,Pakistan,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,20+,0.0,20.0,Remote,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,9.0,0.0,In-person,France,HTML/CSS;Java;JavaScript;Python;TypeScript
"Employed, full-time;Student, part-time",Some college/university study without earning a degree,3.0,0–5,9.0,5.0,"Hybrid (some remote, some in-person)",Hungary,Bash/Shell (all shells);Groovy;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,10–20,7.0,0.0,Remote,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Lua;Python;TypeScript
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,9.0,0.0,Remote,Ukraine,HTML/CSS;JavaScript;PHP;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,8.0,0.0,In-person,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",India,Bash/Shell (all shells);HTML/CSS;PowerShell;Python;R;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,20+,5.0,70.0,In-person,Jordan,C#;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,6.0,25.0,Remote,United States of America,JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,8.0,90.0,"Hybrid (some remote, some in-person)",United States of America,Go;Kotlin
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,8.0,20.0,Remote,United States of America,C;C++;Go;Lua;Python
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,6.0,0.0,Remote,United States of America,Bash/Shell (all shells);C#;Groovy;Java;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,6.0,5.0,"Hybrid (some remote, some in-person)",Italy,Java;JavaScript;PowerShell;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,20+,10.0,30.0,"Hybrid (some remote, some in-person)",Finland,Bash/Shell (all shells);Clojure;HTML/CSS;Java;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,10–20,8.0,20.0,Remote,Lithuania,Python
"Student, full-time;Employed, part-time",Some college/university study without earning a degree,2.0,0–5,7.0,0.0,Remote,Romania,Bash/Shell (all shells);C;C#;C++;Perl;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,9.0,0.0,Remote,Ukraine,Bash/Shell (all shells);Java;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,10–20,3.0,20.0,"Hybrid (some remote, some in-person)",Germany,C#;C++
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,10.0,10.0,Remote,Ukraine,Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,20+,9.0,5.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);Go;HTML/CSS;PowerShell;Python;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C;C#;GDScript;Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;Scala;SQL;TypeScript;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,9.0,0.0,"Hybrid (some remote, some in-person)",Switzerland,Assembly;C;C++;Fortran
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,20+,5.0,0.0,Remote,Germany,HTML/CSS;JavaScript;PHP;Python;SQL;Visual Basic (.Net)
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,5–10,10.0,10.0,"Hybrid (some remote, some in-person)",France,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,10–20,7.0,10.0,Remote,Spain,C#;JavaScript;PowerShell;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,5–10,8.0,0.0,"Hybrid (some remote, some in-person)",Germany,Groovy;Java;Kotlin
"Employed, full-time",Some college/university study without earning a degree,6.0,5–10,9.0,5.0,Remote,Spain,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Solidity
"Employed, full-time;Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,10–20,6.0,30.0,"Hybrid (some remote, some in-person)",Jordan,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,10–20,8.0,10.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);Go;HTML/CSS;Java;Kotlin;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,10–20,9.0,30.0,Remote,United States of America,Elixir;HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,9.0,5.0,Remote,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,20+,8.0,30.0,In-person,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37.0,20+,10.0,75.0,Remote,Canada,Assembly;Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;JavaScript;Lisp;Lua;MATLAB;Perl;PowerShell;Python;SQL;VBA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,20+,10.0,0.0,Remote,Colombia,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,10.0,20.0,"Hybrid (some remote, some in-person)",Germany,Go;HTML/CSS;JavaScript;Rust;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",5.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C++;Java;JavaScript;Python;TypeScript
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,14.0,10–20,7.0,20.0,Remote,France,HTML/CSS;JavaScript;Kotlin;PHP;SQL;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,7.0,20.0,In-person,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,5–10,8.0,10.0,"Hybrid (some remote, some in-person)",Netherlands,Bash/Shell (all shells);Java;Python;Rust
"Employed, full-time;Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,20+,7.0,30.0,"Hybrid (some remote, some in-person)",Germany,Go;HTML/CSS;Java;JavaScript;Kotlin;Ruby;Rust;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,7.0,5–10,9.0,13.0,Remote,Russian Federation,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,8.0,8.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,8.0,100.0,Remote,Colombia,C++;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript
"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",36.0,20+,10.0,2.0,"Hybrid (some remote, some in-person)",Sweden,Bash/Shell (all shells);Go;SQL;TypeScript
